	0.165625	0.009375	0.65
must've	0.5	0.0	0.0
boobies	0.0	0.0	1.0
tnt	0.0	0.0	1.0
springer	0.0	0.0	1.0
1992	0.0	0.0	1.0
word	0.075	0.15	0.55
wore	0.25	0.0	0.5
86th	0.0	0.0	1.0
jess	0.5	0.0	0.0
chasefreespirit	0.5	0.0	0.0
seconcbs	0.0	0.0	1.0
work	0.181451612903	0.0806451612903	0.475806451613
true_story	0.5	0.0	0.0
worm	0.0	0.0	1.0
worn	0.0	0.75	0.0
theories	0.1875	0.0	1.0
cuddle	0.0	0.5	0.0
era	0.1875	0.0625	0.5
haskell	0.0	0.0	1.0
im	0.15	0.2	0.3
cans	0.0	0.0	1.0
rtr	0.0	0.0	1.0
indio	0.5	0.0	0.0
baptizing	0.5	0.0	0.0
waitse	0.0	0.5	0.0
chancellor	0.0	0.5	0.0
tebaklagu	0.5	0.0	0.0
cited	0.166666666667	0.0	0.666666666667
india	0.181818181818	0.0681818181818	0.5
colbertreport	0.0	0.5	0.0
indies	0.0	0.25	0.5
walsh	0.0	0.0	1.0
davie	0.0	0.5	0.0
summerslam	0.09375	0.0625	0.6875
8.30	0.0	0.0	1.0
aaah	0.25	0.0	0.5
novomix30	0.5	0.0	0.0
uab	0.0	0.0	1.0
tornadoes	0.25	0.0	0.5
hard4harden	0.0	0.0	1.0
confidential	0.0625	0.0	1.0
stasera	0.0	0.0	1.0
torchlight2	0.5	0.0	0.0
provide	0.25	0.0	0.5
emmebeea	0.5	0.0	0.0
song	0.279661016949	0.0677966101695	0.305084745763
rioferdy5	0.0	0.25	0.5
debauchery	0.5625	0.0	0.0
scottiepippen	0.0	0.0	1.0
sinbin_grill	0.0	0.5	0.0
vanguard	0.0	0.5	0.0
quikgunz	0.5	0.0	0.0
2.2	0.5	0.0	0.0
rookie	0.0454545454545	0.272727272727	0.363636363636
interview	0.137931034483	0.0862068965517	0.551724137931
disappoint	0.5	0.0	0.0
ordinary	0.5	0.0	0.0
beach	0.131578947368	0.0263157894737	0.684210526316
gamble	0.0769230769231	0.153846153846	0.538461538462
pizza	0.0	0.166666666667	0.666666666667
fever	0.3	0.2	0.0
lah	0.5	0.0	0.0
doable	0.5	0.0	0.0
lad	0.5	0.0	0.0
coined	0.5	0.0	0.0
earlier	0.107142857143	0.0714285714286	0.642857142857
memorial	0.125	0.0	0.75
lab	0.0	0.25	0.5
dne	0.0	0.0	1.0
lax	0.205357142857	0.0	0.714285714286
d600	0.5	0.0	0.0
f&i	0.0	0.0	1.0
minne	0.0	0.0	1.0
r2uk	0.0	0.0	1.0
dumbo	0.0	0.0	1.0
law	0.1875	0.0625	0.5
lap	0.0	0.0	1.0
las	0.235294117647	0.0588235294118	0.411764705882
complacent	0.125	0.0	1.0
boiling	0.0	0.75	0.0
repeats	0.166666666667	0.0	0.666666666667
tarheelnation9	0.0	0.0	1.0
timeskevin	0.0	0.0	1.0
wknd	0.0	0.0	1.0
greet	0.25	0.0	0.5
aaawwh	0.5	0.0	0.0
67-65	0.0	0.5	0.0
greek	0.2	0.0	0.6
nba's	0.5	0.0	0.0
green	0.22972972973	0.0405405405405	0.459459459459
8-2	0.0	0.0	1.0
coolandbreezy	0.0	0.0	1.0
love3d	0.5	0.0	0.0
packinsider	0.5	0.0	0.0
fan	0.263888888889	0.0555555555556	0.361111111111
8-3	0.5	0.0	0.0
order	0.131578947368	0.0263157894737	0.684210526316
royalrumble	0.5	0.0	0.0
riri	0.25	0.0	0.5
blieve	0.0	0.0	1.0
ex-leader's	0.0	0.0	1.0
zionsville	0.5	0.0	0.0
office	0.105263157895	0.105263157895	0.578947368421
zee	0.5	0.0	0.0
defenders	0.0	0.0	1.0
loverss	0.5	0.0	0.0
the$	0.0	0.5	0.0
arian	0.0	0.0	1.0
ramadan	0.5	0.0	0.0
6.7	0.0	0.25	0.5
uk_bsu's	0.5	0.0	0.0
360fromtheedge	0.5	0.0	0.0
mbaaah	0.5	0.0	0.0
fac	0.0	0.0	1.0
deantet	0.5	0.0	0.0
japan	0.236842105263	0.0263157894737	0.473684210526
whiteboytatted	0.0	0.5	0.0
nets	0.0833333333333	0.222222222222	0.388888888889
mayor	0.0	0.1	0.8
flexthursday	0.0	0.0	1.0
bardsey	0.0	0.0	1.0
saigon	0.0	0.0	1.0
benstanners	0.5	0.0	0.0
sridevi's	0.5	0.0	0.0
liamgib	0.0	0.0	1.0
$14.8	0.5	0.0	0.0
highlights	0.1875	0.0	0.75
christie	0.0625	0.0	1.0
denver	0.25	0.0	0.5
19th-ranked	0.0	0.0	1.0
production	0.25	0.0	0.5
fazachary	0.0	0.0	1.0
nickiminaj	0.416666666667	0.0833333333333	0.0
valor	0.485294117647	0.0882352941176	0.352941176471
millennium	0.625	0.0	0.0
stone_fox_chase	0.25	0.0	0.5
ziadah	0.0	0.0	1.0
theo	0.0	0.5	0.0
coffee	0.25	0.166666666667	0.166666666667
affected	0.4375	0.0	0.5
waukesha	0.0	0.0	1.0
antroposophical	0.0	0.0	1.0
nufc_stats	0.0	0.5	0.0
reziduals	0.0	0.0	1.0
thee	0.0	0.166666666667	0.666666666667
safe	0.224137931034	0.0344827586207	0.48275862069
collide	0.0	0.0	1.0
jennettemccurdy	0.5	0.0	0.0
break	0.185185185185	0.0740740740741	0.481481481481
band	0.25	0.0648148148148	0.37037037037
bang	0.2	0.1	0.4
baggage	0.5	0.0	0.0
reaches	0.25	0.0625	0.5
clogging	0.5	0.0	0.0
miranda_lambert	0.5	0.0	0.0
payback	0.0	0.0	1.0
w/my	0.5	0.0	0.0
strategic	0.0	0.0	1.0
ther	0.0	0.0	1.0
bank	0.0909090909091	0.0454545454545	0.727272727273
bread	0.0	0.166666666667	0.666666666667
bachchan	0.5	0.0	0.0
embarrassed	0.0	0.6875	0.0
1.05	0.0	0.0	1.0
rocky	0.25	0.0	0.5
oxygen	0.5	0.0	0.0
c'mon!	0.166666666667	0.333333333333	0.0
tree's	0.0	0.0	1.0
hahaa	0.5	0.0	0.0
silica-sand	0.0	0.0	1.0
l	0.181818181818	0.0681818181818	0.5
alexis	0.25	0.0	0.5
rocks	0.214285714286	0.0	0.571428571429
cinemonkeys	0.5	0.0	0.0
improvements	0.6875	0.0	0.0
anastasia	0.0	0.0	1.0
america's	0.25	0.25	0.0
missouri	0.2	0.0	0.6
iguana	0.444444444444	0.0	0.111111111111
fearsomely	0.625	0.0	0.0
feeds	0.0	0.0	1.0
70's	0.0	0.0	1.0
carlos	0.5	0.0	0.0
lifted	0.5	0.0	0.0
roxy	0.25	0.0	0.5
meets	0.5	0.0	0.0
councils	0.5	0.0	0.0
gerrard	0.25	0.0	0.5
braiding	0.0	0.5	0.0
innocent	0.0625	0.5	0.0
doomed	0.0	0.0	1.0
maniaci	0.0	0.0	1.0
leadup	0.0	0.5	0.0
nigerian	0.0	0.0	1.0
temps	0.0	0.0	1.0
caltrain_news	0.0	0.5	0.0
hosted	0.269230769231	0.0	0.461538461538
pocahontas	0.0	0.0	1.0
logo	0.0	0.0	1.0
idowhatican	0.0	0.0	1.0
motorized	0.5	0.0	0.0
stripes	0.5	0.0	0.0
hostel	0.0	0.5	0.0
bteacher99	0.0	0.0	1.0
splitsville	0.0	0.0	1.0
network	0.117647058824	0.0588235294118	0.647058823529
wlmxrhfu	0.5	0.0	0.0
diesel	0.5	0.0	0.0
starland	0.0	0.0	1.0
tijuana_bibles	0.25	0.0	0.5
forte	0.5	0.0	0.0
chamberlain	0.3125	0.0625	0.25
owning	0.5	0.0	0.0
petekthehill	0.0	0.0	1.0
chelsea's	0.0	0.25	0.5
alinaa_z	0.5	0.0	0.0
greendaysoul	0.0	0.0	1.0
hogan	0.5	0.0	0.0
mullen	0.0	0.0	1.0
-3	0.0	0.0	1.0
barrier	0.0	0.5	0.0
blitzmegaplex	0.0909090909091	0.0	0.818181818182
tash_jade	0.0	0.5	0.0
/woods_fire	0.0	0.0	1.0
mikeabarber	0.0	0.0	1.0
march/april	0.0	0.0	1.0
standard	0.1	0.05	0.7
admits	0.0	0.25	0.5
nth	0.0	0.5	0.0
carried	0.0	0.5	0.0
vets	0.5	0.0	0.0
people's	0.0	0.25	0.5
nta	0.1875	0.0	0.625
sadly	0.0	0.8125	0.0
lollipop	0.0	0.0	1.0
soundcloud	0.125	0.0	0.75
mvp	0.25	0.0	0.5
undisputed	0.0	0.6875	0.0
dammit	0.166666666667	0.166666666667	0.333333333333
mankind	0.0	0.5	0.0
sologoldis	0.0	0.0	1.0
recovering	0.25	0.0	1.0
created	0.25	0.0	0.5
seoulsausage	0.0	0.0	1.0
sethmeyers21	0.0	0.0	1.0
+2	0.0	0.0	1.0
+1	0.166666666667	0.0	0.666666666667
+0	0.0	0.0	1.0
oppose	0.0	0.0	1.0
+6	0.0	0.0	1.0
plarium	0.0	0.0	1.0
bany_avenger	0.5	0.0	0.0
sorstrappo	0.0	0.5	0.0
laps	0.25	0.25	0.0
crumbs	0.0	0.5	0.0
panettiere	0.5	0.0	0.0
dmiliband	0.0	0.0	1.0
mieshatate	0.25	0.0	0.5
kim	0.5	0.0	0.0
p&g	0.0	0.0833333333333	0.833333333333
februray-april	0.0	0.5	0.0
bohol	0.0	0.0	1.0
pre-orders	0.5	0.0	0.0
perkins	0.111111111111	0.166666666667	0.444444444444
hamstring	0.0	0.1	0.8
$msft	0.5	0.0	0.0
stevi_mo	0.0	0.0	1.0
delicious	0.5	0.0	0.0
comin	0.0	0.0	1.0
ronge	0.0	0.5	0.0
rats	0.0	0.0	1.0
planetjedward	0.5	0.0	0.0
patrishuhx7	0.5	0.0	0.0
tongan	0.5	0.0	0.0
edsall	0.0	0.0	1.0
51-yea	0.0	0.0	1.0
65-yd	0.0	0.0	1.0
rated	0.25	0.0	1.0
sony's	0.0	0.0	1.0
waltons	0.5	0.0	0.0
toughcall	0.0	0.5	0.0
seduction	0.6875	0.0	0.0
elevator	0.0	0.0	1.0
xinru	0.0	0.0	1.0
fueltv	0.25	0.0	0.5
colossal	0.5	0.0625	0.0
airs	0.375	0.0	0.25
dumbass	0.0	0.6875	0.0
observations	0.0	0.0	1.0
mornngs	0.5	0.0	0.0
j_cross10	0.5	0.0	0.0
john	0.136363636364	0.030303030303	0.666666666667
dogs	0.2	0.0	0.6
damaging	0.25	0.375	0.5
chanted	0.0	0.0	1.0
5-10	0.0	0.0	1.0
roles	0.5	0.0	0.0
maejae0510	0.0	0.0	1.0
dimatteo	0.0	0.0	1.0
downloaded	0.0	0.0	1.0
luncheon	0.0	0.0	1.0
albert	0.0	0.0	1.0
rejected	0.0	0.375	0.25
ratz	0.0	0.0	1.0
gadkari	0.05	0.05	0.8
scinerds	0.0	0.0	1.0
cowboys/jets	0.0	0.0	1.0
scarce	0.0	0.0	1.0
wasted	0.0	0.8125	0.0
kevindixie	0.5	0.0	0.0
brupe1	0.0	0.0	1.0
primavera	0.0	0.0	1.0
travelled	0.0	0.0	1.0
maximizing	0.0	0.5	0.0
toronto	0.222222222222	0.0555555555556	0.444444444444
mercy	0.25	0.0625	0.5
chases	0.0	0.0	1.0
target	0.333333333333	0.0	0.333333333333
tavern	0.1	0.0	0.8
hike	0.0	0.125	0.75
instrumentals	0.0	0.0	1.0
youri	0.0	0.0	1.0
im28	0.0	0.0	1.0
scenes	0.0	0.5	0.0
ebay	0.0	0.0	1.0
bi	0.5	0.0	0.0
risolutore	0.5	0.0	0.0
thaoshow	0.5	0.0	0.0
guilt	0.0	0.5	0.0
iron	0.0555555555556	0.0555555555556	0.777777777778
tackled	0.0	0.0	1.0
decision's	0.0	0.0	1.0
evacuated	0.0	0.0625	1.0
powers	0.0	0.5	0.0
waterlogged	0.0	0.5	0.0
special(domino	0.0	0.0	1.0
bronchitis	0.0	0.0	1.0
portraits	0.0	0.0	1.0
panaji	0.25	0.0	0.5
lulu	0.125	0.0	1.0
assange	0.0	0.0	1.0
fandom	0.5	0.0	0.0
tltltltltlltltlt	0.0	0.0	1.0
assange's	0.0	0.5	0.0
jogon	0.0	0.5	0.0
xfacalac	0.0	0.0	1.0
jan/feb	0.0	0.0	1.0
forced	0.25	0.25	0.0
quieter	0.5625	0.0	0.0
strength	0.354166666667	0.166666666667	0.333333333333
terrif	0.5	0.0	0.0
areyoufreakingkiddingme	0.5	0.0	0.0
anysing	0.5	0.0	0.0
cmpunk	0.333333333333	0.0	0.333333333333
seymour	0.0	0.0	1.0
jesswillis10	0.0	0.0	1.0
hamper	0.0	0.0	1.0
subjects	0.0	0.5	0.0
wimbledon2012	0.0	0.0	1.0
forces	0.0	0.0	1.0
kevincabe	0.5	0.0	0.0
nbd	0.0	0.0	1.0
l.a	0.0	0.0	1.0
explanation	0.5	0.0	0.0
godamn	0.5	0.0	0.0
circles	0.0	0.5	0.0
gravy	0.0	0.5	0.0
re-enforcing	0.5	0.0	0.0
pandora	0.5	0.0	0.0
maiden	0.0	0.0	1.0
bruce	0.25	0.0625	0.375
hammond	0.222222222222	0.0	0.555555555556
1381619	0.5	0.0	0.0
what	0.0	0.25	0.5
jauh	0.5	0.0	0.0
anatomy	0.5625	0.0	0.0
g&i	0.5	0.0	0.0
germany	0.346153846154	0.0	0.307692307692
demitofrance	0.0	0.0	1.0
blowing	0.5	0.0	0.0
claims	0.229166666667	0.166666666667	0.333333333333
phase	0.0	0.0	1.0
g-mode	0.0	0.0	1.0
rmadridinfo	0.0	0.0	1.0
grave	0.0	0.5	0.0
webcam	0.0	0.0	1.0
calamba	0.0	0.5	0.0
smoked	0.5	0.0	0.0
trayvon's	0.0	0.25	0.5
environmental	0.0	0.0	1.0
mozidesigner	0.5	0.0	0.0
calculated	0.0	0.0	1.0
11e/8p	0.0	0.0	1.0
alumni	0.25	0.0	0.5
cafn8d	0.5	0.0	0.0
mayfield	0.0	0.0	1.0
poptsers	0.0	0.0	1.0
aunt	0.0	0.0	1.0
kandi's	0.0	0.0	1.0
deeply	0.0	0.5	0.0
paperchaseent_	0.0	0.5	0.0
grandpa	0.5	0.0	0.0
voting	0.0833333333333	0.0833333333333	0.666666666667
reserve	0.25	0.0	0.5
mikeivory91	0.0	0.0	1.0
ticks	0.0	0.0	1.0
collegevisit	0.5	0.0	0.0
mohamm	0.0	0.5	0.0
lewis	0.0714285714286	0.214285714286	0.428571428571
yahoosports	0.0	0.5	0.0
infrared	0.0	0.0	1.0
religions	0.0	0.0	1.0
heatono	0.0	0.0	1.0
nephew	0.25	0.0	0.5
spuds	0.0	0.0	1.0
enjoyed	0.6875	0.0	0.0
campaigning	0.0	0.0	1.0
politician	0.0	0.0	1.0
resemblance	0.0	0.25	1.0
jtidwell808	0.5	0.0	0.0
chong	0.5	0.0	0.0
guidance	0.5625	0.0	0.0
jedi	0.5	0.0	0.0
phinsider	0.0	0.0	1.0
completes	0.0	0.0	1.0
em5	0.0	0.0	1.0
rip_chords	0.0	0.5	0.0
countrygirl_731	0.0	0.0	1.0
dickstrash	0.5	0.0	0.0
investigat	0.0	0.5	0.0
sporting	0.25	0.25	0.0
poyntz	0.0	0.0	1.0
lacma	0.0	0.0	1.0
kenadee	0.5	0.0	0.0
dj	0.269230769231	0.0	0.461538461538
di	0.1875	0.0625	0.5
goa's	0.25	0.0	0.5
de	0.190476190476	0.0	0.619047619048
dc	0.0	0.0	1.0
cardinals	0.1	0.3	0.2
da	0.0	0.0	1.0
24-thurs	0.0	0.0	1.0
haunted	0.166666666667	0.1875	0.666666666667
dv	0.5	0.0	0.0
carries	0.5	0.0	0.0
happiest	0.625	0.0	0.375
du	0.5	0.0	0.0
dr	0.25	0.0625	0.375
taetiseo	0.0	0.0	1.0
peyton	0.1	0.2	0.4
cumbria	0.5	0.0	0.0
2:19	0.0	0.0	1.0
pearson	0.5	0.0	0.0
nod's	0.5	0.0	0.0
squeeing	0.5	0.0	0.0
thescore	0.0	0.0	1.0
covering	0.0	0.0	1.0
emi	0.0	0.0	1.0
lexington	0.1	0.1	0.6
children's	0.0769230769231	0.0	0.846153846154
kristiyamaguchi	0.5	0.0	0.0
3:09	0.0	0.0	1.0
mcsweeney	0.0	0.0	1.0
halts	0.0	0.5	0.0
wannabe	0.0	0.0	1.0
womb	0.5	0.0	0.0
steal	0.0	0.375	0.75
steam	0.5	0.0	0.0
secretary	0.0	0.0	1.0
9.30	0.0	0.0	1.0
todoroff	0.0	0.0	1.0
rmx's	0.0	0.0	1.0
edited	0.25	0.0	0.5
movienews	0.0	0.0	1.0
ganache	0.0	0.0	1.0
carimi	0.5	0.0	0.0
geldig	0.0	0.0	1.0
observed	0.0	0.0	1.0
ma	0.1	0.0	0.8
depends	0.25	0.0	0.5
4-11	0.5	0.0	0.0
lazynight	0.5	0.0	0.0
iiamneeson	0.0	0.5	0.0
rrroline	0.0	0.0	1.0
discussions	0.5	0.0	0.0
o_o	0.0	0.5	0.0
xddd	0.5	0.0	0.0
pastel	0.5	0.0	0.0
2's	0.0	0.5	0.0
draws	0.0	0.166666666667	0.666666666667
timmonsville's	0.0	0.25	0.5
mitch	0.125	0.15625	0.4375
bradyrules	0.5	0.0	0.0
producer	0.25	0.0	0.5
pavol	0.0333333333333	0.233333333333	0.466666666667
university's	0.0	0.0	1.0
walkkk	0.5	0.0	0.0
gentleman	0.0	0.0	1.0
sweden	0.142857142857	0.0	0.714285714286
pfff	0.5	0.0	0.0
nydn	0.0	0.5	0.0
unable	0.0	0.5	0.0
landaco	0.0	0.0	1.0
cooperation	0.0	0.5	0.0
props	0.166666666667	0.166666666667	0.333333333333
drawn	0.0	0.166666666667	0.666666666667
92	0.1	0.0	0.8
misguided	0.0	0.1875	1.0
aphex	0.5	0.0	0.0
accord	0.5	0.0	0.0
centre's	0.25	0.0	0.5
wa	0.0	0.0	1.0
danishbelieber	0.0	0.0	1.0
wo	0.166666666667	0.0	0.666666666667
openstack	0.0	0.0	1.0
handful	0.0	0.0	1.0
grupoedebe	0.0	0.0	1.0
djpharris	0.5	0.0	0.0
wi	0.1	0.0	0.8
mtsu	0.0769230769231	0.0	0.846153846154
ww	0.5	0.0	0.0
briefing	0.0	0.0	1.0
missherlots	0.0	0.5	0.0
jemelehill	0.0	0.5	0.0
ws	0.0	0.25	0.5
hcd_news	0.0	0.0	1.0
florence	0.0	0.0	1.0
clues	0.5	0.0	0.0
packages	0.25	0.25	0.0
kitchen	0.117647058824	0.117647058824	0.529411764706
coq	0.0	0.0	1.0
received	0.0625	0.166666666667	0.666666666667
karthikeyan	0.0	0.5	0.0
canuc	0.0	0.0	1.0
ncatsu	0.0	0.0	1.0
zaheer	0.0	0.5	0.0
cow	0.5	0.0	0.0
brat	0.0	0.1875	1.0
coy	0.3125	0.5	0.0
cox	0.0	0.0	1.0
ill	0.259259259259	0.268518518519	0.444444444444
matrimony	0.0	0.0	1.0
chico_a_dusty83	0.5	0.0	0.0
tracks	0.125	0.125	0.5
scuds49	0.5	0.0	0.0
cuntsniff	0.5	0.0	0.0
muslimsrcoming	0.0	0.0	1.0
coc	0.0	0.5	0.0
tuggo	0.0	0.0	1.0
ypaac	0.0	0.0	1.0
brad	0.2	0.2	0.2
leeds	0.25	0.0	0.5
requests	0.0	0.0	1.0
brah	0.25	0.25	0.0
freshest	0.6875	0.0	0.0
andygoldstein05	0.0	0.0	1.0
sake	0.0	0.0	1.0
twitterverse	0.5	0.0	0.0
smartkid2015	0.0	0.0	1.0
tough	0.111111111111	0.111111111111	0.555555555556
pushandshove	0.0	0.5	0.0
toni	0.1875	0.0625	0.5
character	0.7375	0.0	0.4
excess	0.125	0.0	1.0
supersunday	0.0	0.0	1.0
reganohara1	0.0	0.0	1.0
tabor	0.0	0.0	1.0
frankgravagna	0.0	0.0	1.0
tons	0.5	0.0	0.0
242k	0.0	0.0	1.0
quinnrp	0.0	0.0	1.0
tony	0.125	0.1	0.55
jays	0.0	0.0	1.0
speak	0.333333333333	0.0	0.333333333333
sherinet	0.0	0.0	1.0
octobersown91	0.0	0.5	0.0
geminis	0.5	0.0	0.0
condemned	0.125	0.0	1.0
theatreeagles	0.0	0.0	1.0
zachmtv	0.0	0.5	0.0
tragedy	0.0	0.5	0.0
ruffin	0.166666666667	0.0833333333333	0.5
yumyum	0.5	0.0	0.0
sleepover	0.0	0.0	1.0
$300	0.25	0.0	0.5
noel	0.238095238095	0.0714285714286	0.380952380952
plus/minus	0.0	0.0	1.0
westport	0.0	0.0	1.0
flexible	0.5	0.0	0.0
zomour	0.0	0.5	0.0
warmth	0.3125	0.0	1.0
radio1045	0.0	0.0	1.0
sacha	0.333333333333	0.0	0.333333333333
cutouts	0.0	0.0	1.0
jhub	0.0	0.5	0.0
families	0.5	0.0	0.0
mono-cellular	0.0	0.5	0.0
relaxing	0.473214285714	0.0714285714286	0.285714285714
attacked	0.0	0.5	0.0
alabama's	0.5	0.0	0.0
levels	0.0	0.25	0.5
live_ladbrokes	0.0	0.0	1.0
muhommadusman	0.5	0.0	0.0
fest	0.166666666667	0.0	0.666666666667
nasyakale	0.5	0.0	0.0
masters	0.0	0.0	1.0
7a	0.0	0.0	1.0
josselitooo	0.0	0.0	1.0
hot30sgo1denticket	0.5	0.0	0.0
click-1st-link	0.0	0.0	1.0
1sttouchfooty	0.0	0.0	1.0
bna	0.5	0.0	0.0
currys	0.0	0.0	1.0
jbmeetdanica	0.5	0.0	0.0
inhibit	0.0	0.0	1.0
manyama	0.0	0.0	1.0
swp29	0.5	0.0	0.0
launches	0.25	0.0	0.5
cbcradio3	0.0	0.0	1.0
farce	0.25	0.0	1.0
warbler	0.0	0.0	1.0
air	0.142857142857	0.0952380952381	0.52380952381
amersham	0.0	0.0	1.0
formatting	0.0	0.0	1.0
micheal	0.0	0.0	1.0
torrance	0.5	0.0	0.0
free-tv	0.0	0.0	1.0
thrash	0.5	0.0	0.0
aid	0.0625	0.166666666667	0.666666666667
3.10	0.0	0.0	1.0
voice	0.133333333333	0.233333333333	0.266666666667
35th	0.5	0.0	0.0
launched	0.0	0.0833333333333	0.833333333333
mistake	0.0	0.5625	0.5
cylinder	0.0	0.0	1.0
terbuka	0.0	0.5	0.0
cont	0.0294117647059	0.0882352941176	0.764705882353
rasmussenpoll	0.0	0.5	0.0
sousa	0.0	0.0	1.0
kelly_carlin	0.0	0.5	0.0
thursdays	0.375	0.0	0.25
day/nanny's	0.5	0.0	0.0
dumped	0.0	0.5625	0.0
perryton	0.0	0.0	1.0
sting	0.0	0.375	1.0
skipping	0.25	0.25	0.0
straits	0.5	0.0	0.0
chambers	0.0	0.0	1.0
cong	0.166666666667	0.0	0.666666666667
chuckydbaby	0.5	0.0	0.0
coni	0.0	0.0555555555556	0.888888888889
uplift	0.0	0.0	1.0
utpol	0.0	0.0	1.0
explicitly	0.625	0.0	0.0
confirmed	0.127717391304	0.0217391304348	0.826086956522
matchup	0.0	0.0	1.0
sungyeol	0.0	0.0	1.0
12-hr	0.0	0.0	1.0
perform	0.117647058824	0.0294117647059	0.705882352941
keyvo33	0.5	0.0	0.0
apollo	0.0	0.0	1.0
ep5	0.0	0.0	1.0
wedgewood	0.0	0.0	1.0
shaaataaap	0.0	0.5	0.0
vanessa	0.166666666667	0.0833333333333	0.5
b's	0.0	0.5	0.0
smooth70s	0.5	0.0	0.0
skillman	0.0	0.0	1.0
214-444-9161	0.0	0.0	1.0
rathbone	0.5	0.0	0.0
avoids	0.0	0.0	1.0
:((	0.0	0.5	0.0
holloween	0.0	0.5	0.0
letsgovcu	0.0	0.0	1.0
invictafights	0.5	0.0	0.0
feets	0.0	0.0	1.0
wheel	0.0	0.25	0.5
independent	0.0625	0.0	0.875
nih	0.5	0.0	0.0
agiamba	0.0	0.0	1.0
raid	0.333333333333	0.0	0.333333333333
julieklausner	0.5	0.0	0.0
traffod	0.0	0.5	0.0
van_gucci1	0.0	0.0	1.0
gb1886	0.0	0.5	0.0
alittle	0.0	0.0	1.0
quentin	0.5	0.0	0.0
rail	0.0	0.0	1.0
nig	0.0	0.0	1.0
rain	0.0769230769231	0.0769230769231	0.692307692308
hand	0.107142857143	0.0357142857143	0.714285714286
skullhong	0.5	0.0	0.0
nix	0.0	0.0	1.0
fuse	0.5	0.0	0.0
romagnola	0.0	0.0	1.0
,...	0.142857142857	0.0238095238095	0.666666666667
un-frickin-real	0.0	0.5	0.0
mil	0.333333333333	0.0	0.333333333333
hollyoaks	0.5	0.0	0.0
espnfantasy	0.0	0.0	1.0
teamjorchel	0.5	0.0	0.0
thy	0.0	0.0	1.0
1978	0.0	0.0	1.0
1977	0.0	0.0	1.0
1976	0.0	0.0	1.0
thu	0.0	0.0	1.0
mizzousoccer	0.5	0.0	0.0
ufcrio	0.0	0.0	1.0
kyle	0.178571428571	0.0714285714286	0.5
1971	0.0	0.0	1.0
options	0.0	0.25	0.5
edfrankovic	0.0	0.5	0.0
epl	0.125	0.25	0.25
contact	0.125	0.0833333333333	0.583333333333
thi	0.5	0.0	0.0
easily	0.339285714286	0.142857142857	0.285714285714
saves	0.25	0.0	0.5
wescoal	0.0	0.0	1.0
thee_lolamonroe	0.0	0.0	1.0
musical	0.0714285714286	0.0714285714286	0.714285714286
wider	0.125	0.0	1.0
kinship	0.75	0.0	0.0
jennykeast	0.5	0.0	0.0
photographer	0.0	0.0	1.0
quoted	0.25	0.0	0.5
athletic	0.285714285714	0.0714285714286	0.285714285714
photo	0.259259259259	0.0555555555556	0.37037037037
edmonton	0.181818181818	0.0	0.636363636364
newton	0.0	0.0	1.0
kalo	0.0	0.0	1.0
taylorjet_187	0.0	0.0	1.0
quotes	0.25	0.0	0.5
joshsteen	0.0	0.0	1.0
incentive	0.625	0.0	0.0
victim	0.0	0.0	1.0
ol	0.25	0.0	0.5
mohamed	0.25	0.0	0.5
pondok	0.5	0.0	0.0
adding	0.25	0.25	0.5
hills	0.285714285714	0.107142857143	0.214285714286
11.30	0.0	0.0	1.0
theraychul	0.0	0.0	1.0
27th	0.2	0.025	0.55
abieetulaoliver	0.0	0.0	1.0
josh	0.2	0.1875	0.6
corsten	0.25	0.0833333333333	0.333333333333
steptoe	0.5	0.0	0.0
wright	0.230769230769	0.0769230769231	0.384615384615
shout	0.291666666667	0.25	0.416666666667
spread	0.0555555555556	0.0	0.888888888889
transformed	0.0	0.0	1.0
dreams	0.5	0.0	0.375
mallin	0.5	0.0	0.0
canoe	0.0	0.0	1.0
jlotimes	0.0	0.0	1.0
wcc	0.25	0.0	0.5
midrand	0.0	0.0	1.0
laromabella	0.0	0.5	0.0
emphasis	0.25	0.0	0.5
adopts	0.0	0.5	0.0
maya	0.166666666667	0.0	0.666666666667
wwooo	0.5	0.0	0.0
gregg	0.1875	0.0625	0.5
capt	0.25	0.0	0.5
barcastuff	0.25	0.0	0.5
mayo	0.0	0.0625	1.0
getfucked	0.5	0.0	0.0
winans	0.222222222222	0.0555555555556	0.444444444444
cesena	0.166666666667	0.0555555555556	0.555555555556
saleem	0.0	0.5	0.0
caps	0.25	0.0	0.5
wardchanning	0.5	0.0	0.0
tarzan	0.5625	0.0	0.0
fulham	0.5	0.0	0.0
unification	0.0	0.0	1.0
recobeco	0.0	0.0	1.0
everton	0.142857142857	0.047619047619	0.619047619048
westsalemyounglife	0.0	0.0	1.0
thebootgirls	0.0	0.0	1.0
retreat	0.2	0.0	0.6
kriya	0.0	0.0	1.0
ze:a's	0.0	0.0	1.0
med	0.5	0.0625	0.0
mid-summer	0.0	0.0	1.0
chi/in	0.5	0.0	0.0
cooler	0.5	0.0	0.0
lipton	0.0	0.0	1.0
stluciemets	0.0	0.0	1.0
bpl	0.0	0.0	1.0
tebow	0.166666666667	0.333333333333	0.0
xbox	0.166666666667	0.0	0.666666666667
s1mple_jack	0.0	0.0	1.0
gandhi	0.285714285714	0.0357142857143	0.357142857143
night	0.20694259012	0.064085447263	0.457943925234
augus	0.5	0.0	0.0
